Feature1,Feature2
0.932542687131846,0.1303171158881
0.9323271679397,0.134829090746014
0.932375719691854,0.132746677170225
0.932133828690068,0.13320235454552
0.932005049637654,0.13409180428488
0.931128526784863,0.13442933394052
0.930035430006055,0.131224490003305
0.929655518522646,0.133860391822898
0.928958297622023,0.136738963701482
0.929161130081631,0.132208087224815
0.926811421660744,0.132608087669547
0.925824939412555,0.134759959891419
0.924767242188605,0.135289140666719
0.923245303403086,0.136575602963763
0.932596250626887,0.131335280774479
0.960613007697269,0.140085358414713
0.957525972009585,0.145101112359338
0.957138604728486,0.141412006383293
0.957181181787528,0.136538377896623
0.953313257019353,0.148692209183196
0.953708104888572,0.149663252337586
0.953032892143678,0.150623871329755
0.952467559657966,0.151106671743806
0.951551906227778,0.149606466070455
0.952381022858143,0.15138239299187
0.973324280778681,0.143431649207396
0.972944698211001,0.142057912005631
0.97303246725046,0.143954380497419
0.973239637234021,0.147570296858837
0.974524641341064,0.149893748281873
0.974145361223383,0.147761045065398
0.972817840413755,0.14425264511116
0.974096658699328,0.147936595981365
0.974191267837483,0.145219878263695
0.972730638245183,0.145859352245245
0.9739898747999,0.147945736333359
0.973777063144059,0.147303883723151
0.972513622569963,0.14881087229111
0.972243405025939,0.150223101003618
0.972108097048095,0.150838870349352
0.967825177526739,0.162591592185856
0.966431116166986,0.160345969948246
0.965188992353391,0.159706911352729
0.96378211350323,0.160147977188818
0.963187265252431,0.166433026910605
0.962794957515552,0.161924627164844
0.962281264032133,0.160351290738284
0.959910680673138,0.163581935455402
0.960931325174223,0.161744855136724
0.959589703554265,0.162471020813883
